,,,,,,a,b
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,39
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,40
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,41
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,42
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,43
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,44
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,45
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,46
0.105504587,0.105504587,0.105504587,0.093242087,0.093242087,,0.100599587,47
0.291287386,0.105504587,0.105504587,0.278751234,0.093242087,,0.174857976,48
0.291287386,0.105504587,0.105504587,0.278751234,0.093242087,,0.174857976,49
0.291287386,0.105504587,0.105504587,0.278751234,0.093242087,,0.174857976,50
0.291287386,0.105504587,0.105504587,0.278751234,0.093242087,,0.174857976,51
0.291287386,0.105504587,0.105504587,0.431010756,0.093242087,,0.205309881,52
0.291287386,0.105504587,0.105504587,0.431010756,0.093242087,,0.205309881,53
0.291287386,0.105504587,0.105504587,0.431010756,0.093242087,,0.205309881,54
0.439013715,0.105504587,0.105504587,0.431010756,0.093242087,,0.234855146,55
0.439013715,0.291287386,0.105504587,0.515039007,0.093242087,,0.288817356,56
0.439013715,0.291287386,0.105504587,0.515039007,0.093242087,,0.288817356,57
0.439013715,0.291287386,0.105504587,0.515039007,0.093242087,,0.288817356,58
0.518774398,0.291287386,0.105504587,0.515039007,0.093242087,,0.304769493,59
0.518774398,0.439013715,0.105504587,0.551585194,0.093242087,,0.341623996,60
0.518774398,0.439013715,0.105504587,0.551585194,0.093242087,,0.341623996,61
0.518774398,0.439013715,0.105504587,0.551585194,0.093242087,,0.341623996,62
0.518774398,0.439013715,0.105504587,0.551585194,0.093242087,,0.341623996,63
0.518774398,0.518774398,0.105504587,0.551585194,0.093242087,,0.357576133,64
0.518774398,0.518774398,0.105504587,0.565815884,0.093242087,,0.360422271,65
0.518774398,0.518774398,0.105504587,0.565815884,0.093242087,,0.360422271,66
0.518774398,0.518774398,0.105504587,0.565815884,0.093242087,,0.360422271,67
0.518774398,0.553082372,0.291287386,0.565815884,0.093242087,,0.404440426,68
0.518774398,0.553082372,0.291287386,0.571115811,0.093242087,,0.405500411,69
0.518774398,0.553082372,0.291287386,0.571115811,0.093242087,,0.405500411,70
