,,,,,,a,b
0.14594981,0.145949739,0.145949738,0.57416478,0.145948995,,0.231592612,82
0.14594981,0.145949739,0.145949738,0.14594981,0.145948995,,0.145949618,83
0.14594981,0.114909336,0.114909336,0.14594981,0.114908845,,0.127325428,84
0.114909383,0.114909336,0.114909336,0.14594981,0.114908845,,0.121117342,85
0.114909383,0.114909336,0.114909336,0.14594981,0.114908845,,0.121117342,86
0.114909383,0.097517847,0.097517847,0.14594981,0.114908845,,0.114160747,87
0.09751787,0.097517847,0.097517847,0.114909383,0.097517614,,0.100996112,88
0.09751787,0.097517847,0.097517847,0.114909383,0.097517614,,0.100996112,89
0.09751787,0.097517847,0.097517847,0.114909383,0.097517614,,0.100996112,90
0.08989486,0.089894851,0.097517847,0.114909383,0.089894757,,0.09642234,91
0.08989486,0.089894851,0.097517847,0.114909383,0.089894757,,0.09642234,92
0.08989486,0.089894851,0.089894851,0.09751787,0.089894757,,0.091419438,93
0.08989486,0.086916786,0.089894851,0.09751787,0.08691675,,0.090228223,94
0.086916789,0.086916786,0.089894851,0.09751787,0.08691675,,0.089632609,95
0.086916789,0.086916786,0.089894851,0.08989486,0.08691675,,0.088108007,96
0.086916789,0.085806265,0.089894851,0.08989486,0.08691675,,0.087885903,97
0.085806266,0.085806265,0.086916786,0.08989486,0.085806252,,0.086846086,98
0.085806266,0.085806265,0.086916786,0.086916789,0.085806252,,0.086250472,99
0.085806266,0.085806265,0.086916786,0.086916789,0.085806252,,0.086250472,100
