,,,,,,,,,,,a,b
0.461395276,0.596269988,0.452646641,0.163382806,0.644566233,0.59882061,0.445187087,0.485596809,0.492266244,0.633699902,,0.49738316,82
0.461395276,0.596269988,0.583780333,0.163382806,0.644566233,0.599868566,0.445187087,0.485596809,0.599124335,0.633699902,,0.521287134,83
0.46248328,0.597160705,0.583780333,0.168215875,0.644681488,0.640866532,0.447334026,0.486660214,0.599124335,0.633879327,,0.526418611,84
0.587589897,0.639820647,0.584963817,0.467905996,0.644681488,0.640866532,0.447334026,0.486660214,0.600005734,0.654002867,,0.575383122,85
0.587589897,0.639820647,0.635109714,0.467905996,0.644792407,0.641276745,0.44860154,0.487594217,0.600005734,0.654002867,,0.580669976,86
0.588363905,0.640203965,0.635109714,0.470386697,0.644792407,0.641276745,0.44860154,0.487594217,0.600426698,0.654128092,,0.581088398,87
0.588363905,0.656448179,0.635590101,0.590650756,0.644901985,0.641450111,0.449728441,0.488496676,0.600426698,0.654128092,,0.595018494,88
0.588817586,0.656448179,0.65466655,0.590650756,0.658237574,0.641450111,0.580161062,0.488496676,0.600777097,0.65420094,,0.611390653,89
0.588817586,0.656603733,0.65466655,0.591728509,0.658237574,0.64158659,0.580161062,0.489388999,0.641217444,0.661853066,,0.616426111,90
0.589220148,0.656603733,0.654855795,0.591728509,0.658318359,0.656982075,0.580999722,0.598010026,0.641217444,0.661853066,,0.628978888,91
0.589220148,0.656671146,0.654855795,0.592216278,0.658318359,0.656982075,0.580999722,0.598010026,0.641466355,0.661901922,,0.629064183,92
0.589610161,0.656671146,0.654936146,0.592216278,0.658366459,0.657077633,0.581494804,0.598667979,0.641466355,0.664826816,,0.629533378,93
0.636904321,0.656724931,0.662137062,0.592613505,0.66346079,0.657077633,0.633681046,0.598667979,0.641612334,0.664826816,,0.640770642,94
0.636904321,0.662827781,0.662137062,0.592613505,0.66346079,0.657133312,0.633681046,0.599059758,0.641612334,0.664850385,,0.641428029,95
0.637190115,0.662827781,0.662186296,0.59298902,0.663493218,0.662985472,0.63401511,0.640554138,0.641741885,0.665965332,,0.646394837,96
0.65528439,0.662865574,0.662186296,0.59298902,0.665441249,0.662985472,0.63401511,0.640554138,0.657042042,0.665965332,,0.649932862,97
0.65528439,0.665198922,0.662213048,0.593358499,0.665441249,0.663022826,0.634206069,0.640818266,0.657042042,0.66597541,,0.650256072,98
0.655426447,0.665198922,0.662213048,0.593358499,0.665456922,0.665259643,0.634206069,0.656685389,0.657135372,0.666399747,,0.652134006,99
0.662326386,0.665217454,0.662236255,0.593725266,0.665456922,0.665259643,0.63437432,0.656685389,0.662986268,0.666399747,,0.653466765,100
