,,,,,,,,,,,a,b
0.36073979,-0.204138489,-0.175744113,-0.645393845,0.485629045,0.368919603,-0.643989979,-0.166351938,-0.165901686,0.477875518,,-0.030835609,80
-0.214607826,-0.198697439,-0.175744113,-0.626154874,-0.159656553,0.368919603,-0.626542912,-0.166351938,-0.165901686,0.447354393,,-0.151738334,81
-0.206034726,-0.198697439,-0.171279065,-0.626154874,-0.151269749,0.368919603,-0.626542912,-0.1614597,-0.161064522,0.449457858,,-0.148412552,82
-0.517883392,-0.198697439,-0.171279065,-0.626154874,-0.500194404,0.370414188,-0.626542912,-0.50348574,-0.161064522,-0.175571876,,-0.311046004,83
-0.503010005,-0.194133223,-0.171279065,-0.617627303,-0.485246511,0.370414188,-0.618318274,-0.49155653,-0.161064522,-0.165066058,,-0.30368873,84
-0.503010005,-0.194133223,-0.167036244,-0.617627303,-0.610224205,0.370414188,-0.651681674,-0.612187344,-0.15678132,-0.165066058,,-0.330733319,85
-0.503010005,-0.194133223,-0.167036244,-0.617627303,-0.591874807,0.371896664,-0.637778945,-0.595770016,-0.501974632,-0.165066058,,-0.360237457,86
-0.49572028,-0.189779458,-0.167036244,-0.610748356,-0.643478584,-0.209698801,-0.657713522,-0.644686235,-0.490639157,-0.159893814,,-0.426939445,87
-0.613482748,-0.189779458,-0.162856695,-0.610748356,-0.623464524,-0.201302935,-0.640430922,-0.625820788,-0.611901936,-0.502979962,,-0.478276832,88
-0.600101199,-0.189779458,-0.162856695,-0.610748356,-0.623464524,-0.516355032,-0.640430922,-0.654006986,-0.595869893,-0.490765028,,-0.508437809,89
-0.646029052,-0.185486887,-0.162856695,-0.604265056,-0.623464524,-0.501606133,-0.640430922,-0.633819929,-0.595869893,-0.490765028,,-0.508459412,90
-0.628972284,-0.511246477,-0.15870679,-0.647326051,-0.61480889,-0.501606133,-0.632176593,-0.633819929,-0.595869893,-0.490765028,,-0.541529807,91
-0.654983754,-0.499955124,-0.502596555,-0.634672143,-0.650593983,-0.501606133,-0.655977218,-0.633819929,-0.588005011,-0.483936204,,-0.580614605,92
-0.635849637,-0.614800269,-0.491395725,-0.656750634,-0.636367134,-0.494342327,-0.642072227,-0.625092571,-0.642278813,-0.483936204,,-0.592288554,93
-0.635849637,-0.598819739,-0.491395725,-0.64021171,-0.636367134,-0.613054046,-0.642072227,-0.653781647,-0.628598932,-0.483936204,,-0.6024087,94
-0.635849637,-0.598819739,-0.491395725,-0.658467528,-0.636367134,-0.599690576,-0.642072227,-0.639518696,-0.654868038,-0.477959052,,-0.603500835,95
-0.627301922,-0.598819739,-0.484724184,-0.639667188,-0.628601804,-0.599690576,-0.634335617,-0.639518696,-0.637698052,-0.477959052,,-0.596831683,96
-0.627301922,-0.590950803,-0.610061701,-0.658298767,-0.628601804,-0.599690576,-0.656646363,-0.639518696,-0.637698052,-0.477959052,,-0.612672773,97
-0.627301922,-0.590950803,-0.597148137,-0.638198882,-0.628601804,-0.592219257,-0.643119167,-0.631734306,-0.637698052,-0.47218909,,-0.605916142,98
-0.620381544,-0.590950803,-0.6451135,-0.657843698,-0.621855783,-0.592219257,-0.659368633,-0.631734306,-0.629473622,-0.47218909,,-0.612113023,99
-0.620381544,-0.584326501,-0.628336831,-0.636996272,-0.652778472,-0.592219257,-0.642323484,-0.631734306,-0.629473622,-0.47218909,,-0.609075938,100
